Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0.6454972243679029,0.3684380630918060,Infinity,Infinity,1.037749043325542,0.5931710140017397,1.014185105674220,0.5947617141331809,0.5916079783099617,1.004890004711276,0.5831335547962461,0.1927051595432485,0.1487996223890583,0.1975982519293911,0.1303250374433684,0.1731908562193729,0.5795665931516722,0.4109253571183057,0.3359591944796262,0.3797576049394097,0.4106287671430950,0.4490219878167991,0.2703561816185950,0.3555480658884272,0.2447758821218571,0.1945854139395571,0.1061666631820607,0.03885108749494707,0.03318239934982726,0.02557156071661039,0.02734818262927351,0.1098149050063728,0.2248456260538673,0.1868533248446603,0.1936226499238135,0.09466664779325458,0.1315563086632549,0.1094375712980313,0.09811336166049699,0.08163889857281431,0.07300782123199712,0.07092228265826533,0.07181204209974595,0.07836432279850472,0.1085291395108819,0.1197684004839863,0.1491354773538177,0.2057346170999604,0.2440715337093218,0.2311321976301885,0.2021887279007929,0.1984670810142707,0.2600314101853869,0.2316819177812184,0.2907033220741435,0.2798256372598917,0.2615800755236432,0.2919556391613207,0.2812085513224483,0.7089749661627712,0.7094443306406399,1.002022246757003,Infinity,1.003490412008509,0.7128324356402512,0.5836833683683338,0.7148349536704335,0.5867898638544674,Infinity,1.015504800579495,Infinity,Infinity,0.6291528696058959,Infinity,1.035098339013531,Infinity,0.7433919416750280,1.019803902718557,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0.7187952884282608,1.005797150014228,Infinity,Infinity,Infinity,1.004662029934706,Infinity,1.002954216185023,Infinity,1.002484475878858,Infinity,Infinity,0.7101745039685362,0.7099522928088310,0.5803186706027749,0.7094138241225703,1.001384083707392,0.7089602752735941,0.7088505736771813,0.5795221274010197,0.5792504946317574,0.5790660241435862,0.4493024139441384,Infinity,0.4488056745669977,Infinity
Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,1.224744871391589,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0.3227756193060592,0.1856486845727739,0.1990003507563231,0.1487536875995620,0.2038331626959285,0.7094213758582342,0.7087531321489889,0.4107051729662951,0.5016501695025962,0.3363318944727443,0.4491371037122567,0.4101755157647916,0.3353846347458302,0.4095409004227759,0.2019853573825768,0.1078094700748758,0.04419856655174940,0.03671953541218274,0.02774523142398228,0.02874978384429258,0.1143068597708762,0.2054005983920915,0.2191259642461744,0.2245718725743656,0.1179210034018286,0.1293561022789602,0.1386684367786224,0.1119797953574635,0.09618779197509973,0.08522871149052894,0.07861901511196433,0.08020891227576658,0.08771084860376431,0.1187883051961185,0.1342320488960464,0.1810886799195210,0.2785062843903667,0.2252178185645792,0.2442489667710569,0.3346723255573092,0.2259336741271706,0.2792674574349862,0.3182798820744618,0.4487921870498654,0.5015772909841151,1.001047669223949,0.5022321539540497,0.7091713309265871,0.5805968754907092,0.3839847637868534,0.7112298877412100,Infinity,1.005089091390735,0.7153773171427459,1.007547276881594,0.7229988054812211,Infinity,1.015504800579495,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,1.069044967649698,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,1.008889063701824,Infinity,Infinity,Infinity,Infinity,Infinity,0.7124435118490149,1.003642999314494,Infinity,1.002728518031833,0.7112785388041126,0.7106690545187014,0.5044643742948905,1.001836548838300,0.7097700929918506,1.001906579424015,0.7092019169816485,Infinity,0.5026178189400079,0.7085938633363223,0.7085662394599952
Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,1.224744871391589,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0.7213932098830055,0.3749999999999999,0.3909694909544002,0.2393726594099516,0.4178554470186726,Infinity,Infinity,1.002642012530397,Infinity,0.5815390806002398,1.001951221367587,0.5803810000880094,0.5801105252555302,0.4112030814241547,0.3563373185409861,0.2318819427534780,0.08737284962150192,0.06625651475546869,0.04657967280608010,0.04903582394229178,0.2254985979380971,0.3550280722413579,0.2443515964951551,0.3547569800849746,0.2254548192402908,0.2899774350461961,0.2102625151833639,0.2685654174463610,0.1621023070673187,0.1583469952406913,0.1336666382446949,0.1409731987032292,0.1815565646047623,0.2201708700137447,0.2445270159236344,0.2693025467396998,0.3354693466468770,0.7083002112022762,0.4105311505174380,0.4496375351808146,0.4111471313031148,0.4506617081938493,0.4127264678390544,0.5809625063218310,1.002472191658953,1.003100782635635,0.7131248197524809,1.004890004711276,0.7177405625652733,0.7189917611088271,Infinity,Infinity,Infinity,Infinity,Infinity,1.048808848170152,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,1.012422836565829,0.7160015557581569,Infinity,Infinity,1.004535170659001,1.003780731821326
Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,1.044465935734187,0.7288689868556625,0.5185247578740112,1.007905261357939,Infinity,0.5873340108576020,Infinity,Infinity,Infinity,1.002919714242558,0.7105986877623015,0.7102149578427733,0.7095835200523082,0.5023474307453664,0.2915428387804246,0.1230466303940698,0.09186980902803885,0.05771347819064150,0.06399491908269576,0.3349958540373630,0.2797276894308734,0.5782777400994559,0.4095234053558320,0.4095181171399331,0.2789622517646859,0.3176338546143153,0.2598210976828487,0.2900336133198115,0.2149594322255672,0.2017854308783903,0.2198719747948952,0.2253619800778690,0.2790536583197847,0.2520576478729413,0.3796022097488695,0.5014598571212791,0.5787966604395788,0.3563483225498991,0.7086193107890345,1.001465202251006,0.5030864490643712,0.4508643793033446,0.5810872031479766,0.5051814855409226,1.004089996619564,0.5851702678915279,Infinity,1.006472559480393,1.007220310370670,1.016001016001524,1.016001016001524,Infinity,Infinity,1.027402333828163,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,1.095445115010332,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,1.023532631438318,Infinity,Infinity,Infinity,Infinity,1.006644591369433,1.005730705941488,Infinity,Infinity,Infinity,0.4508406913647303,0.2053859929828155,0.1579129070798076,0.09336593413386313,0.1016979525186154,0.7084731723761946,Infinity,0.5018148879997303,1.000884564525013,0.3357634991646259,0.4102221051478889,0.3800921547242843,0.5014285743398762,0.3797148967371341,0.3554440639168511,0.2451949148595539,0.2908511086127276,0.3354364036177517,0.4490981954864539,0.4102777062366088,0.3806168878173307,0.3567749003495773,0.5795837408532944,0.7091357861639692,0.5031546054266276,0.5808178695515157,0.7098961678794726,0.5812557270351506,0.7105477104181588,0.5064105181601443,1.003350093135977,1.005305077015102,Infinity,Infinity,1.011050059206873,Infinity,Infinity,1.019049330730136,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
Infinity,Infinity,Infinity,1.414213562373095,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,1.118033988749895,Infinity,Infinity,Infinity,1.048808848170152,1.023532631438318,Infinity,1.017700489198215,Infinity,1.010152544552211,0.5903260526902473,0.5119064297028162,Infinity,0.4135850959342556,0.2567579746263913,0.1634663458741320,0.1636538676599080,1.001722654162353,Infinity,0.5799451149344534,0.5800843820474386,0.5796070215161085,1.001086366425734,0.4109371117804680,0.5020120805640618,0.3191749663993559,0.4491305078241949,0.5017636739066479,0.5017391356858120,0.3564874939367906,0.3806222167575100,0.7086389753583717,0.5796188448017748,0.5030030300035687,0.4510524092187835,0.5034843627129878,0.5805489101161393,1.002162164686436,0.5817297271631502,0.5825129674826383,0.5827715174143586,1.003992031840891,1.004987562112089,Infinity,Infinity,Infinity,Infinity,1.030776406404415,Infinity,Infinity,Infinity,Infinity,Infinity,1.054092553389460,1.080123449734643,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,1.414213562373095,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,1.154700538379252,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,1.021507836910498,1.021507836910498,Infinity,0.7162311170195085,0.7133369172572830,Infinity,0.2681459840476965,0.2357022603955158,Infinity,Infinity,1.002522072101410,0.5811197342720411,Infinity,1.001803427975393,0.7092658908868628,0.7090574242889122,0.7089083300456859,0.7088420151606437,1.001173020931135,0.5022779161209768,0.7087455013013126,0.5791782957243788,0.5796188448017748,0.4502746414659088,1.001670844941267,0.7095242473194602,0.7097208632298360,0.5805489101161393,0.7102286806100285,0.7102705857155676,0.5822500764406576,Infinity,0.7124435118490149,0.7136846603315243,Infinity,1.006557447310804,1.011050059206873,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,1.080123449734643,Infinity,Infinity,Infinity,1.154700538379252,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,1.414213562373095,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,1.414213562373095,Infinity,Infinity,Infinity,Infinity,Infinity
Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,1.224744871391589,Infinity,Infinity,Infinity,Infinity,Infinity,1.017095255431216,Infinity,Infinity,0.7132825035177586,0.5079370039680118,0.3652442488863278,1.003960411538477,0.5840769070365078,0.7108186533109108,Infinity,Infinity,1.001921231358111,Infinity,0.7091416250513034,0.5027397465361703,1.001201201634240,0.5794586764589666,1.001151410859235,0.5791744452016885,0.5793561244590262,0.5023094811118091,0.5022371476368188,Infinity,Infinity,0.5031746350679813,0.7097016771772736,0.5039370686603244,1.002089866438340,0.7102705857155676,0.5814401687415691,0.7111823583447562,1.003372690856571,Infinity,1.005797150014228,Infinity,1.008733790278249,0.7223151185146152,1.014185105674220,1.016001016001524,1.017700489198215,1.035098339013531,1.032795558988644,Infinity,0.7905694150420948,Infinity,1.060660171779821,Infinity,Infinity,Infinity,Infinity,Infinity,1.414213562373095,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,1.414213562373095,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,1.019803902718557,Infinity,Infinity,Infinity,Infinity,1.007782218537319,Infinity,1.004796190585626,Infinity,1.004338415163889,Infinity,1.003241499586967,1.003284081089908,Infinity,Infinity,0.5823927253578187,Infinity,1.003200008178956,Infinity,1.003466214899358,Infinity,Infinity,1.005730705941488,Infinity,Infinity,Infinity,Infinity,0.7203248742951348,Infinity,1.014185105674220,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,1.022474716291090,Infinity,Infinity,1.032795558988644,Infinity,Infinity,1.095445115010332,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,1.414213562373095,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
Infinity,Infinity,1.414213562373095,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,1.414213562373095,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,1.414213562373095,Infinity,Infinity,Infinity,Infinity,1.154700538379252,1.080123449734643,Infinity,Infinity,Infinity,Infinity,Infinity,1.024695076595960,1.017700489198215,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,1.009049958219026,1.011050059206873,1.009950493836208,Infinity,Infinity,1.010152544552211,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,1.019803902718557,Infinity,Infinity,1.019803902718557,1.017700489198215,Infinity,Infinity,0.7372097807744856,0.7385489458759963,Infinity,1.024695076595960,1.023532631438318,Infinity,Infinity,Infinity,1.035098339013531,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,1.414213562373095,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,1.414213562373095,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,1.224744871391589,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,1.069044967649698,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,1.040832999733066,Infinity,Infinity,Infinity,1.037749043325542,Infinity,Infinity,Infinity,Infinity,Infinity,1.154700538379252,1.154700538379252,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,1.414213562373095,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,1.414213562373095,Infinity,Infinity,Infinity,Infinity
