0.7180703308172535,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0.7127411872482183,1.004576682949891,1.005540208599890,Infinity,0.7163503994113789,0.7145896010104963,1.009756328594803,Infinity,1.009756328594803,Infinity,Infinity,1.012121654694948,1.015038437845105,Infinity,0.3939578935235192,0.4556682870095960,0.5068030337996144,1.004264411670058,0.5067570631855419,0.3221612620845014,0.3907186512386762,0.3872329291766173,0.4550189595183114,0.5068496342349849,0.2235152119186745,0.1782025306981490,0.2488946150718507,0.2479014085460854,0.3079458711146196,0.2341362055616522,0.2056412641457225,0.2807057820906205,0.2925501420023337,0.2533842487463986,0.2159844637578649,0.2446915396572426,0.3035618317545419,0.1857756136212506,0.1741970164118142,0.1981615252122412,0.04611555371932066,0.03865933528694710,0.04244176358157260,0.06502961282070069,0.07069112370699099,0.04664303291043551,0.05411962854740889,0.1082406202332089,0.03651640466299550,0.03380110743430764,0.2071558578937225,0.05539685261777040,0.3576646146995633,0.2527933827892306,0.1307440900921227,0.04143760201561007,0.04987965136915434,0.07509814005506821,0.08807354275501539,0.04258678618308345,0.03677112699107748,0.03233461655157874,0.07976219134689556,0.1562101012888758,0.07509392614826384,0.07735035690309075,Infinity,Infinity,0.2516506187480357,0.2167366244225205,0.1611645928050761,0.1665721729429030,0.1263953848144606,0.09962163730821898,0.08856148855400953,0.06388203454277731,0.06454826498700093,0.05824499189245781,0.1610926796370653,0.1885119440266828,0.2085065584836150,0.2472294076085556,0.2252059132200624,0.2221060640300705,0.3643513935536629,0.3154834077479564,0.3459163477751805,0.5086213249303583,0.3126634068412613,0.4175631381707136,0.3291402943021917,0.3285369202030541,0.3515837184954831,0.3638512152732102,0.3469987943283177,0.2441460487651392,0.2994471839647277,0.9128709291752768,0.7817359599705714,0.7302967433402215,Infinity,0.9999999999999999,0.7071067811865476,1.414213562373095,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,1.224744871391589,Infinity,1.224744871391589,1.224744871391589,Infinity
1.003025725522833,Infinity,Infinity,1.004192890506868,Infinity,0.7119666788018508,0.7110027158024453,0.5816642788871716,0.5044053714633320,Infinity,Infinity,Infinity,0.7128791772183245,Infinity,0.7138735074334840,1.006309210853255,Infinity,1.005479493072341,Infinity,1.005665767719890,0.4622754916032065,0.5847683498518930,0.2983002696067465,0.3384662272268535,0.4117829736539679,0.2941567974945456,0.2407596189350956,0.1928964852587976,0.3816113545999855,0.1882047183403411,0.2224516110547161,0.2918650119236378,0.1640330711345604,0.1079617003358315,0.1307309095799573,0.1084656912534135,0.1720379888195325,0.1685335575058051,0.1421513429820865,0.1250263650747518,0.1597406118734243,0.1276242674116172,0.1062558542385599,0.1144298278770820,0.1590220690130138,0.09462267474322925,0.1114585851708348,0.09945044447746895,0.02832314426959461,0.02372227696659045,0.02680485017849095,0.04004524672487982,0.04406892599949185,0.02403636929542419,0.03061747251311988,0.06585325848815639,0.02140798244852810,0.01938761140656416,0.1472904655571908,0.03540393712143724,0.2517301244498869,0.2247606072563360,0.09834704456683663,0.02697045852269370,0.03481239508059038,0.05103981313093572,0.05345768674090338,0.02554061950600760,0.02053794549735060,0.01905338122839146,0.05334571534589583,0.1091768487759539,0.05388837329660082,0.05245314625408813,0.7090153049848096,0.7088251477087497,0.3808544673668450,0.1793274041316708,0.1381658718563838,0.1258917769189009,0.09943993765584244,0.08685023969602056,0.06730851931899780,0.04606263910831125,0.04969092981771916,0.04106562083774504,0.1272652632532931,0.1543197294908215,0.1947098551067901,0.1919958107355555,0.1895898187951415,0.1889667582101035,0.3404012571554574,0.3234650361779919,0.4144498853697431,0.3401755517993418,0.2263674800514525,0.3225656258747225,0.3836729974132912,0.3231482303232712,0.2997820559102090,0.2300056993268785,0.2621536181531253,0.1832063203850908,0.2041684574315704,Infinity,1.022474716291090,1.154700538379252,1.069044967649698,0.8164965809277260,0.6454972243679029,0.8366600265340755,Infinity,1.095445115010332,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,1.414213562373095,1.154700538379252,Infinity
Infinity,Infinity,Infinity,1.012739367083667,Infinity,1.017095255431216,1.018350154434631,Infinity,1.012739367083667,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,1.011050059206873,Infinity,0.5897678246195887,0.5836833683683338,0.5057805388588732,0.5066669610266423,0.4521335850841673,0.3374628782749359,0.3831372479036181,0.5033003658633139,0.3821018148938750,0.5798335076138014,0.2709550571573596,0.1756375424420353,0.1898623286689772,0.1804987180952888,0.2460583260278625,0.2260453300293332,0.2064438122566226,0.1943331396249325,0.1846849401867487,0.2054979631727035,0.1726942018124152,0.1727474668983943,0.2142535658024060,0.1442867710377663,0.1503396725185020,0.1453522551311899,0.04654015134378089,0.03874546955630717,0.04810580816376345,0.07304678351257705,0.07849021777084253,0.03574270563657957,0.04741289624084710,0.1252495993772238,0.03225028653085902,0.02869974225735603,0.3179700809442464,0.06013966648687395,0.4500209902745175,0.2910875035653966,0.2605612343821411,0.04629220915081777,0.07267286938521687,0.1344268079911756,0.1055381963722749,0.04273754769762080,0.03146458575360966,0.02987308491201231,0.1008097298181890,0.3132977301556542,0.1041293036440494,0.1148445460030506,Infinity,Infinity,0.7145112425913770,1.004705908345398,0.3925469372104725,0.3626203338114211,0.3047646263870893,0.1996146933496680,0.1728703846359170,0.1012668165243871,0.1147614527311717,0.08525916131489945,0.4550189595183114,0.7169968668287564,1.002522072101410,Infinity,0.7216878364870322,1.018350154434631,1.012739367083667,0.6236095644623236,Infinity,Infinity,1.022474716291090,1.015504800579495,Infinity,1.030776406404415,1.027402333828163,Infinity,0.7475450015964019,0.4928053803045811,0.7302967433402215,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
Infinity,Infinity,Infinity,Infinity,Infinity,1.054092553389460,Infinity,Infinity,Infinity,1.054092553389460,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0.7135645113979573,0.7127864449672371,1.002773930432755,0.5803599347739511,0.4139055803650930,0.4514287084223585,0.4118034950819510,0.5798193478924933,0.2397547451650512,0.1957484272431097,0.1997047646076403,0.2322253125922917,0.2453626698513698,0.2153772998146299,0.2060636106035131,0.1977647317164744,0.2307662951714237,0.2683355090584676,0.2304697592346503,0.2592429655380898,0.3171143048071265,0.2305116292195102,0.2194358600128050,0.2365233661700012,0.07949861171228589,0.06539279677161744,0.08037896247308492,0.1357185189709928,0.1205688728664891,0.05462432963435833,0.07760729574782915,0.2592457877690283,0.04879007693270002,0.03991566634475475,0.4498931497076235,0.1093553988961413,0.7103429847357561,0.5035461437258854,0.5796924705683216,0.08939040008780498,0.1587522644553171,0.2614937770460130,0.2527323215847675,0.06845197752302090,0.04206162020393287,0.04537150724180396,0.1872831757130805,0.7226494462892933,0.2135042050734495,0.2387295004457529,Infinity,Infinity,Infinity,Infinity,1.021507836910498,Infinity,0.7116250813527136,0.7142857142857142,0.3930458622525964,0.2829297811891563,0.3140085963813707,0.2043925531654069,Infinity,Infinity,Infinity,0.7385489458759963,Infinity,Infinity,Infinity,Infinity,Infinity,1.060660171779821,Infinity,Infinity,Infinity,Infinity,1.118033988749895,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
Infinity,Infinity,Infinity,1.224744871391589,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,1.080123449734643,Infinity,Infinity,1.060660171779821,Infinity,Infinity,1.012121654694948,1.007326105267277,Infinity,0.7129749878735812,0.4515938527859029,1.002496882788171,0.3587721729997452,0.4125533123988466,0.5801371732486605,0.3571337694227283,0.3041075762836501,0.2219362720020703,0.3357713991414710,0.3354217630920865,0.2318009684155127,0.2203872101664835,0.2314474206712691,0.3552016670837362,0.3180956367560278,0.3553664967940869,0.3555795011093797,0.3184284033259168,0.3554093266554554,0.3555824080587555,0.5011049737233362,0.1982452244673020,0.1731296573462179,0.2161751249860148,0.2815896751827425,0.2486859011846439,0.1192032694504341,0.1778711437745777,0.4495464939349488,0.1245694721189863,0.08472505954422058,Infinity,0.3474571854581449,0.7250110520819841,1.007435046608132,Infinity,0.3420430733873843,0.7119007803679073,1.004535170659001,0.4547556718595551,0.2052426420716273,0.08658416084123939,0.1150760818841820,1.023532631438318,1.048808848170152,0.7499999999999999,Infinity,Infinity,Infinity,1.069044967649698,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,1.019049330730136,0.6262242910851495,0.7499999999999999,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0.7226494462892933,0.5894216151241715,0.7154752000627008,0.7126528016839837,0.5051814855409226,0.7092207075206193,0.7103578639889020,0.7092270461587058,0.5798696277857439,0.4502090314987148,0.4111266924351962,0.3559026084010437,0.4107150699534518,0.3804291021145037,0.4103365306380464,0.3038478534827790,0.2453319911711128,0.2912037242089417,0.4493667788460802,0.5024096525119697,0.3810499484737533,0.3054065439753123,0.7088505736771813,0.3368197733347049,1.001376463142928,0.7086001445842800,0.5787990801732328,0.3182879035440770,0.3818468218599148,0.4525314232130354,0.3849367373911108,0.2198933745686375,0.3393039571949305,0.7137464271463296,0.2791452631195413,0.2368392774159005,Infinity,Infinity,Infinity,Infinity,Infinity,0.7433919416750280,Infinity,1.015038437845105,Infinity,0.5126602313623643,0.2219063411496487,0.3295765308015309,1.080123449734643,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,1.414213562373095,1.224744871391589,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,1.414213562373095,Infinity,1.095445115010332,Infinity,Infinity,Infinity,Infinity,1.017095255431216,Infinity,Infinity,1.004056811789459,Infinity,0.5804909103247846,0.5818904460704526,0.5803495115493383,0.3829239190267477,0.7096457724119535,0.4117228066498984,0.2813453745491825,0.7089083300456859,0.3194845745489776,0.3570801950040920,0.4102189292225228,0.2800398673365803,0.2807890003536855,0.5023474307453664,0.4502999923412092,0.7088548846729861,0.5797984085206987,0.7092334229241957,0.7091014446163977,0.5800335536806860,1.001469508507667,0.7090204701560251,0.5022075162525258,0.5818904460704526,1.002728518031833,0.5080005080007620,0.3411775438127727,0.7136240321480627,1.012739367083667,1.009216784699164,0.7348469228349533,Infinity,Infinity,Infinity,Infinity,Infinity,1.040832999733066,Infinity,Infinity,Infinity,Infinity,0.5192377520339357,0.4780914437337574,1.224744871391589,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,1.154700538379252,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
1.414213562373095,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0.7687061147858073,0.7400128699009548,Infinity,1.007435046608132,Infinity,1.003809537604749,1.001958865736239,0.5828752780343234,0.4138795673819817,0.5803810000880094,0.7091416250513034,0.3810790063110224,0.3558125406763568,0.4103508706735443,0.3555824080587555,0.4489120960892240,0.3554166624723887,0.5011273971472300,0.3184657823777219,0.5016891940009537,0.5789198695553655,0.5018116001376093,0.5790006306386015,0.3809256277390362,0.4495416361942838,0.4499455304724749,0.5024630690931117,0.5792546732700045,0.7087686090512689,0.4131376658254423,0.5822500764406576,Infinity,0.5857791861290063,1.006644591369433,Infinity,0.7359800721939871,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,1.080123449734643,1.044465935734187,Infinity,Infinity,1.048808848170152,1.020620726159658,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,1.414213562373095,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,1.224744871391589,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,1.024695076595960,0.7348469228349533,Infinity,Infinity,1.005089091390735,1.006389841373865,1.005797150014228,Infinity,Infinity,0.7107992699027206,1.001936110234704,0.7097501802409492,1.001596170209788,0.7093409314018367,0.7089898917944223,0.7088812050083358,1.001361471018496,Infinity,Infinity,0.5035461437258854,1.002030458943443,Infinity,0.5050001243842824,0.5814018997338112,0.7107611041343350,Infinity,0.7107423155935333,1.005037815259212,Infinity,Infinity,Infinity,1.017095255431216,Infinity,Infinity,Infinity,1.414213562373095,Infinity,Infinity,Infinity,Infinity,Infinity,1.414213562373095,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,1.414213562373095,Infinity,Infinity,Infinity,Infinity,Infinity,1.414213562373095,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,1.414213562373095,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,1.414213562373095,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,1.035098339013531,Infinity,Infinity,Infinity,Infinity,Infinity,1.011834731470275,Infinity,Infinity,1.007017629956027,1.005865152931720,0.5839740071489836,1.004454365030374,0.7130240959073807,1.003350093135977,1.003868486398739,1.003305794140695,1.003868486398739,1.004338415163889,1.004842643334805,Infinity,1.005194840151235,1.006079083348431,1.007326105267277,Infinity,Infinity,Infinity,Infinity,Infinity,1.015038437845105,Infinity,1.048808848170152,Infinity,Infinity,Infinity,Infinity,1.414213562373095,Infinity,Infinity,Infinity,Infinity,1.414213562373095,Infinity,Infinity,Infinity,Infinity,Infinity,1.414213562373095,Infinity,Infinity,1.414213562373095,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,1.414213562373095,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,1.118033988749895,1.095445115010332,1.054092553389460,Infinity,Infinity,Infinity,1.023532631438318,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,1.010582305279823,Infinity,1.013423419419063,1.015038437845105,Infinity,Infinity,1.035098339013531,Infinity,Infinity,1.048808848170152,Infinity,Infinity,1.048808848170152,1.048808848170152,0.8017837257372731,Infinity,Infinity,Infinity,1.118033988749895,1.224744871391589,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,1.414213562373095,Infinity,1.414213562373095,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
