E,<Daa>,Prec_Ratio
9.9999994e-02,0.0000000e+00,0.0000000e+00
1.1318249e-01,0.0000000e+00,0.0000000e+00
1.3361694e-01,0.0000000e+00,0.0000000e+00
1.5774070e-01,0.0000000e+00,0.0000000e+00
1.8621986e-01,0.0000000e+00,0.0000000e+00
2.1984078e-01,0.0000000e+00,0.0000000e+00
2.5953174e-01,0.0000000e+00,0.0000000e+00
3.0000001e-01,0.0000000e+00,0.0000000e+00
3.6170539e-01,0.0000000e+00,0.0000000e+00
4.2700922e-01,0.0000000e+00,0.0000000e+00
5.0410324e-01,2.4789399e-03,9.4817333e-01
5.9511620e-01,1.0973300e-02,9.8658316e-01
7.0256096e-01,3.9870098e-02,9.9593745e-01
8.2940429e-01,9.3821697e-02,9.9811903e-01
1.0000000e+00,1.0942400e-01,9.9822932e-01
1.1318250e+00,1.1357400e-01,9.9818551e-01
1.3361694e+00,1.0849400e-01,9.9793749e-01
1.5774070e+00,1.0389700e-01,9.9766156e-01
1.8621986e+00,9.7668797e-02,9.9729964e-01
2.1984079e+00,9.1599002e-02,9.9687489e-01
2.5953176e+00,8.6017802e-02,9.9638859e-01
3.0000000e+00,8.2541101e-02,9.9595841e-01
3.6170540e+00,7.7778503e-02,9.9529881e-01
4.2700920e+00,7.4569203e-02,9.9468165e-01
5.0410328e+00,7.3812097e-02,9.9417271e-01
5.9511619e+00,7.5237602e-02,9.9379973e-01
7.0256095e+00,7.3280796e-02,9.9310057e-01
8.2940426e+00,6.8713002e-02,9.9203135e-01
1.0000000e+01,6.2110599e-02,9.9036536e-01
1.1318249e+01,5.6986801e-02,9.8887195e-01
1.3361693e+01,5.0318301e-02,9.8639235e-01
1.5774070e+01,4.3526102e-02,9.8304351e-01
1.8621986e+01,3.6711499e-02,9.7838214e-01
2.1984077e+01,3.0109599e-02,9.7175496e-01
2.5953175e+01,2.4008300e-02,9.6222756e-01
3.0000000e+01,1.9240201e-02,9.5043804e-01
3.5416325e+01,1.4549400e-02,9.3123921e-01
4.1810539e+01,1.0746200e-02,9.0373255e-01
4.9359188e+01,7.7929199e-03,8.6545913e-01
5.8270699e+01,5.5890302e-03,8.1479883e-01
6.8791138e+01,3.9933901e-03,7.5207221e-01
8.1210976e+01,2.8458899e-03,6.7924738e-01
1.0000000e+02,1.8491300e-03,5.7929932e-01
1.1318250e+02,1.4190800e-03,5.1818393e-01
1.3361693e+02,9.6640602e-04,4.3525966e-01
1.5774069e+02,6.4724602e-04,3.5867973e-01
1.8621985e+02,4.3162401e-04,2.9267159e-01
2.1984077e+02,2.8806401e-04,2.3776027e-01
2.5953177e+02,1.9303900e-04,1.9299824e-01
3.0000000e+02,1.3664500e-04,1.6098860e-01
3.6170541e+02,8.8582499e-05,1.2809461e-01
4.2700922e+02,6.0979200e-05,1.0517544e-01
5.0410324e+02,4.2280899e-05,8.6719467e-02
5.9511621e+02,2.9502100e-05,7.1790145e-02
7.0256097e+02,2.0800400e-05,5.9798258e-02
8.2940424e+02,1.4804400e-05,5.0097437e-02
1.0000000e+03,1.0121900e-05,4.1152023e-02
1.1559279e+03,7.5940202e-06,3.5493448e-02
1.3646240e+03,5.5192299e-06,3.0136274e-02
1.6109990e+03,3.9979000e-06,2.5565727e-02
1.9018555e+03,2.9181699e-06,2.1785737e-02
2.2452244e+03,2.1347500e-06,1.8595270e-02
2.6505867e+03,1.5657899e-06,1.5899849e-02
3.0000000e+03,1.2458700e-06,1.4168695e-02
3.6940818e+03,8.4026300e-07,1.1619760e-02
4.3610269e+03,6.1702701e-07,9.9475587e-03
5.1483853e+03,4.5051701e-07,8.4917476e-03
6.0778960e+03,3.2911399e-07,7.2501602e-03
7.1752246e+03,2.4071500e-07,6.1924837e-03
8.4706699e+03,1.7495501e-07,5.2704224e-03
1.0000000e+04,1.2683800e-07,4.4773753e-03
