E,<Daa>,Prec_Ratio
9.9999994e-02,0.0000000e+00,0.0000000e+00
1.1318249e-01,0.0000000e+00,0.0000000e+00
1.3361694e-01,0.0000000e+00,0.0000000e+00
1.5774070e-01,0.0000000e+00,0.0000000e+00
1.8621986e-01,0.0000000e+00,0.0000000e+00
2.1984078e-01,0.0000000e+00,0.0000000e+00
2.5953174e-01,0.0000000e+00,0.0000000e+00
3.0000001e-01,0.0000000e+00,0.0000000e+00
3.6170539e-01,0.0000000e+00,0.0000000e+00
4.2700922e-01,0.0000000e+00,0.0000000e+00
5.0410324e-01,0.0000000e+00,0.0000000e+00
5.9511620e-01,0.0000000e+00,0.0000000e+00
7.0256096e-01,0.0000000e+00,0.0000000e+00
8.2940429e-01,6.2144001e-10,2.7847531e-03
1.0000000e+00,6.1112400e-09,8.4762078e-03
1.1318250e+00,1.3662300e-08,1.2291440e-02
1.3361694e+00,3.8413901e-08,1.9751431e-02
1.5774070e+00,1.2263899e-07,3.3750871e-02
1.8621986e+00,4.6645101e-07,6.2688376e-02
2.1984079e+00,6.4619202e-03,9.9046732e-01
2.5953176e+00,1.6967099e-02,9.9602801e-01
3.0000000e+00,2.3301501e-02,9.9688871e-01
3.6170540e+00,3.0632200e-02,9.9740180e-01
4.2700920e+00,3.6210600e-02,9.9761347e-01
5.0410328e+00,4.0329900e-02,9.9767424e-01
5.9511619e+00,4.3021601e-02,9.9763435e-01
7.0256095e+00,4.3963801e-02,9.9748913e-01
8.2940426e+00,4.3280900e-02,9.9723484e-01
1.0000000e+01,4.0870499e-02,9.9679444e-01
1.1318249e+01,3.8570400e-02,9.9639508e-01
1.3361693e+01,3.4952000e-02,9.9569429e-01
1.5774070e+01,3.1037400e-02,9.9475630e-01
1.8621986e+01,2.7122300e-02,9.9351711e-01
2.1984077e+01,2.3398900e-02,9.9189145e-01
2.5953175e+01,1.9987300e-02,9.8977211e-01
3.0000000e+01,1.7309500e-02,9.8741331e-01
3.5416325e+01,1.4602600e-02,9.8398330e-01
4.1810539e+01,1.2274700e-02,9.7959713e-01
4.9359188e+01,1.0299600e-02,9.7404291e-01
5.8270699e+01,8.6297197e-03,9.6704941e-01
6.8791138e+01,7.1514398e-03,9.5791656e-01
8.1210976e+01,5.8590202e-03,9.4597218e-01
1.0000000e+02,4.4689900e-03,9.2542479e-01
1.1318250e+02,3.7318601e-03,9.0874329e-01
1.3361693e+02,2.8780401e-03,8.7984130e-01
1.5774069e+02,2.1402000e-03,8.3972656e-01
1.8621985e+02,1.5479201e-03,7.8677361e-01
2.1984077e+02,1.0762500e-03,7.1766973e-01
2.5953177e+02,7.3720200e-04,6.3777468e-01
3.0000000e+02,5.3442398e-04,5.6707277e-01
3.6170541e+02,3.3931099e-04,4.7099386e-01
4.2700922e+02,2.2490800e-04,3.9226250e-01
5.0410324e+02,1.4841900e-04,3.2313939e-01
5.9511621e+02,9.6571697e-05,2.6302300e-01
7.0256097e+02,6.1930499e-05,2.1187333e-01
8.2940424e+02,3.9153299e-05,1.6910936e-01
1.0000000e+03,2.2800499e-05,1.2941562e-01
1.1559279e+03,1.5004100e-05,1.0511020e-01
1.3646240e+03,9.1030197e-06,8.1953327e-02
1.6109990e+03,5.4527800e-06,6.3468032e-02
1.9018555e+03,3.2828600e-06,4.9259772e-02
2.2452244e+03,1.9498000e-06,3.7969798e-02
2.6505867e+03,1.1288100e-06,2.8894366e-02
3.0000000e+03,7.5796999e-07,2.3676564e-02
3.6940818e+03,3.8001599e-07,1.6761853e-02
4.3610269e+03,2.2158601e-07,1.2794727e-02
5.1483853e+03,1.2823300e-07,9.7266439e-03
6.0778960e+03,7.3705699e-08,7.3650311e-03
7.1752246e+03,4.2103199e-08,5.5540665e-03
8.4706699e+03,2.3904001e-08,4.1681960e-03
1.0000000e+04,1.3489500e-08,3.1087812e-03
