E,<Daa>,Prec_Ratio
9.9999994e-02,7.3508398e-17,0.0000000e+00
1.1318249e-01,7.2126301e-16,0.0000000e+00
1.3361694e-01,4.3024801e-15,0.0000000e+00
1.5774070e-01,1.8040801e-14,0.0000000e+00
1.8621986e-01,6.4611802e-14,0.0000000e+00
2.1984078e-01,2.0787400e-13,0.0000000e+00
2.5953174e-01,5.9568301e-13,0.0000000e+00
3.0000001e-01,1.3399600e-12,0.0000000e+00
3.6170539e-01,3.2853100e-12,0.0000000e+00
4.2700922e-01,6.5833602e-12,0.0000000e+00
5.0410324e-01,1.2693200e-11,0.0000000e+00
5.9511620e-01,2.4022300e-11,0.0000000e+00
7.0256096e-01,4.5130899e-11,0.0000000e+00
8.2940429e-01,8.5020997e-11,0.0000000e+00
1.0000000e+00,1.7629299e-10,0.0000000e+00
1.1318250e+00,2.8978700e-10,0.0000000e+00
1.3361694e+00,5.7946498e-10,0.0000000e+00
1.5774070e+00,1.2055300e-09,0.0000000e+00
1.8621986e+00,2.6594300e-09,0.0000000e+00
2.1984079e+00,6.3473400e-09,3.2703017e-03
2.5953176e+00,1.6897101e-08,5.1637689e-03
3.0000000e+00,3.7646899e-08,7.4551512e-03
3.6170540e+00,1.1432700e-07,1.2411796e-02
4.2700920e+00,3.3018500e-07,2.0218788e-02
5.0410328e+00,1.0113700e-06,3.3856825e-02
5.9511619e+00,3.1216400e-06,5.6765229e-02
7.0256095e+00,3.8109401e-03,8.8629071e-01
8.2940426e+00,1.7077999e-02,9.6893458e-01
1.0000000e+01,3.2974102e-02,9.8205548e-01
1.1318249e+01,4.3492202e-02,9.8548592e-01
1.3361693e+01,5.7254601e-02,9.8801458e-01
1.5774070e+01,6.9152601e-02,9.8923716e-01
1.8621986e+01,7.7202298e-02,9.8956263e-01
2.1984077e+01,8.0400303e-02,9.8916759e-01
2.5953175e+01,7.8442201e-02,9.8802149e-01
3.0000000e+01,7.2651602e-02,9.8620631e-01
3.5416325e+01,6.2721103e-02,9.8284631e-01
4.1810539e+01,5.0810501e-02,9.7736095e-01
4.9359188e+01,3.8781699e-02,9.6848260e-01
5.8270699e+01,2.7940501e-02,9.5396415e-01
6.8791138e+01,1.9094599e-02,9.3021078e-01
8.1210976e+01,1.2422300e-02,8.9168176e-01
1.0000000e+02,6.8085799e-03,8.1185482e-01
1.1318250e+02,4.6254499e-03,7.4389584e-01
1.3361693e+02,2.6746199e-03,6.3118987e-01
1.5774069e+02,1.5020201e-03,5.0670118e-01
1.8621985e+02,7.1564299e-04,3.6610433e-01
2.1984077e+02,3.2496199e-04,2.5137001e-01
2.5953177e+02,1.5069000e-04,1.7164659e-01
3.0000000e+02,7.8041201e-05,1.2302366e-01
3.6170541e+02,3.3791999e-05,8.0182624e-02
4.2700922e+02,1.6155500e-05,5.4879765e-02
5.0410324e+02,7.7187597e-06,3.7538430e-02
5.9511621e+02,3.6842500e-06,2.5673448e-02
7.0256097e+02,1.7576700e-06,1.7566238e-02
8.2940424e+02,8.3285403e-07,1.1986755e-02
1.0000000e+03,3.5626999e-07,7.7663037e-03
1.1559279e+03,1.8501299e-07,5.5535162e-03
1.3646240e+03,8.6767301e-08,3.7612173e-03
1.6109990e+03,4.0854200e-08,0.0000000e+00
1.9018555e+03,1.9160201e-08,0.0000000e+00
2.2452244e+03,9.0480299e-09,0.0000000e+00
2.6505867e+03,4.3299000e-09,0.0000000e+00
3.0000000e+03,2.4782301e-09,0.0000000e+00
3.6940818e+03,9.9978104e-10,0.0000000e+00
4.3610269e+03,4.8888699e-10,0.0000000e+00
5.1483853e+03,1.9816300e-10,0.0000000e+00
6.0778960e+03,6.1309700e-11,0.0000000e+00
7.1752246e+03,1.6322400e-11,0.0000000e+00
8.4706699e+03,4.4666601e-12,0.0000000e+00
1.0000000e+04,1.3567600e-12,0.0000000e+00
