E,<Daa>,Prec_Ratio
9.9999994e-02,7.7132301e-11,0.0000000e+00
1.1318249e-01,1.1419200e-10,0.0000000e+00
1.3361694e-01,1.9220800e-10,0.0000000e+00
1.5774070e-01,3.2278599e-10,3.0474771e-03
1.8621986e-01,5.4585902e-10,3.8246682e-03
2.1984078e-01,9.2390601e-10,4.7914061e-03
2.5953174e-01,1.5758600e-09,6.0175057e-03
3.0000001e-01,2.5219700e-09,7.3500860e-03
3.6170539e-01,4.6964801e-09,9.5791505e-03
4.2700922e-01,8.2844904e-09,1.2206298e-02
5.0410324e-01,1.4846000e-08,1.5670316e-02
5.9511620e-01,2.7064999e-08,2.0281332e-02
7.0256096e-01,5.0216698e-08,2.6467345e-02
8.2940429e-01,9.6030703e-08,3.5042088e-02
1.0000000e+00,2.0720800e-07,4.8953959e-02
1.1318250e+00,3.5113800e-07,6.1585637e-02
1.3361694e+00,6.8853097e-07,8.2286697e-02
1.5774070e+00,1.7682899e-03,9.7123094e-01
1.8621986e+00,6.4789401e-03,9.9123613e-01
2.1984079e+00,1.1830600e-02,9.9476303e-01
2.5953176e+00,1.7573399e-02,9.9616435e-01
3.0000000e+00,2.2991201e-02,9.9684690e-01
3.6170540e+00,2.9907299e-02,9.9733905e-01
4.2700920e+00,3.5064999e-02,9.9753576e-01
5.0410328e+00,3.8819201e-02,9.9758402e-01
5.9511619e+00,4.0614899e-02,9.9749463e-01
7.0256095e+00,4.0608302e-02,9.9728241e-01
8.2940426e+00,3.8735401e-02,9.9691169e-01
1.0000000e+01,3.4779500e-02,9.9623586e-01
1.1318249e+01,3.1529300e-02,9.9559475e-01
1.3361693e+01,2.6789200e-02,9.9439213e-01
1.5774070e+01,2.1970199e-02,9.9261350e-01
1.8621986e+01,1.7472200e-02,9.8998431e-01
2.1984077e+01,1.3518400e-02,9.8607491e-01
2.5953175e+01,1.0180100e-02,9.8017894e-01
3.0000000e+01,7.7804201e-03,9.7256077e-01
3.5416325e+01,5.6091598e-03,9.5968016e-01
4.1810539e+01,3.9571300e-03,9.4012364e-01
4.9359188e+01,2.6742001e-03,9.0896376e-01
5.8270699e+01,1.7814800e-03,8.6328707e-01
6.8791138e+01,1.1658400e-03,7.9903444e-01
8.1210976e+01,7.4887899e-04,7.1481386e-01
1.0000000e+02,4.2083100e-04,5.8868010e-01
1.1318250e+02,2.9497501e-04,5.0982485e-01
1.3361693e+02,1.8048599e-04,4.0897326e-01
1.5774069e+02,1.0870200e-04,3.2039949e-01
1.8621985e+02,6.4534899e-05,2.4686244e-01
2.1984077e+02,3.7672598e-05,1.8756527e-01
2.5953177e+02,2.1629299e-05,1.4087050e-01
3.0000000e+02,1.3170500e-05,1.0891435e-01
3.6170541e+02,6.8179702e-06,7.7366418e-02
4.2700922e+02,3.7224099e-06,5.6519327e-02
5.0410324e+02,2.0023499e-06,4.1002391e-02
5.9511621e+02,1.0625801e-06,2.9566701e-02
7.0256097e+02,5.5800302e-07,2.1228384e-02
8.2940424e+02,2.8965599e-07,1.5167607e-02
1.0000000e+03,1.3662400e-07,1.0328680e-02
1.1559279e+03,7.5514599e-08,7.6306313e-03
1.3646240e+03,3.8272901e-08,5.3909952e-03
1.6109990e+03,1.9500700e-08,3.8118076e-03
1.9018555e+03,9.8570903e-09,0.0000000e+00
2.2452244e+03,5.0356999e-09,0.0000000e+00
2.6505867e+03,2.5952300e-09,0.0000000e+00
3.0000000e+03,1.5592700e-09,0.0000000e+00
3.6940818e+03,6.9525102e-10,0.0000000e+00
4.3610269e+03,3.4313299e-10,0.0000000e+00
5.1483853e+03,1.4205100e-10,0.0000000e+00
6.0778960e+03,4.4737498e-11,0.0000000e+00
7.1752246e+03,9.9318600e-12,0.0000000e+00
8.4706699e+03,1.0436500e-12,0.0000000e+00
1.0000000e+04,5.4965602e-13,0.0000000e+00
