E,<Daa>,Prec_Ratio
9.9999994e-02,0.0000000e+00,0.0000000e+00
1.1318249e-01,0.0000000e+00,0.0000000e+00
1.3361694e-01,0.0000000e+00,0.0000000e+00
1.5774070e-01,0.0000000e+00,0.0000000e+00
1.8621986e-01,0.0000000e+00,0.0000000e+00
2.1984078e-01,0.0000000e+00,0.0000000e+00
2.5953174e-01,0.0000000e+00,0.0000000e+00
3.0000001e-01,0.0000000e+00,0.0000000e+00
3.6170539e-01,0.0000000e+00,0.0000000e+00
4.2700922e-01,0.0000000e+00,0.0000000e+00
5.0410324e-01,0.0000000e+00,0.0000000e+00
5.9511620e-01,0.0000000e+00,0.0000000e+00
7.0256096e-01,2.2137800e-09,5.5583525e-03
8.2940429e-01,1.0150000e-08,1.1448488e-02
1.0000000e+00,4.2672699e-08,2.2363488e-02
1.1318250e+00,1.2037600e-07,3.6296364e-02
1.3361694e+00,5.5369901e-07,7.3957879e-02
1.5774070e+00,3.0012500e-06,1.6117090e-01
1.8621986e+00,6.7948098e-03,9.9163899e-01
2.1984079e+00,1.6232399e-02,9.9617592e-01
2.5953176e+00,2.3514399e-02,9.9712973e-01
3.0000000e+00,2.9153399e-02,9.9751116e-01
3.6170540e+00,3.5036501e-02,9.9772742e-01
4.2700920e+00,3.8495999e-02,9.9775473e-01
5.0410328e+00,3.9687000e-02,9.9763668e-01
5.9511619e+00,3.8490500e-02,9.9735684e-01
7.0256095e+00,3.5140801e-02,9.9686135e-01
8.2940426e+00,3.0268701e-02,9.9605238e-01
1.0000000e+01,2.3934601e-02,9.9454271e-01
1.1318249e+01,1.9759901e-02,9.9299540e-01
1.3361693e+01,1.4664300e-02,9.8981827e-01
1.5774070e+01,1.0433500e-02,9.8461338e-01
1.8621986e+01,7.1625100e-03,9.7602789e-01
2.1984077e+01,4.7774999e-03,9.6188931e-01
2.5953175e+01,3.1193199e-03,9.3895174e-01
3.0000000e+01,2.1248600e-03,9.0839988e-01
3.5416325e+01,1.3586699e-03,8.5732932e-01
4.1810539e+01,8.6667598e-04,7.8653457e-01
4.9359188e+01,5.4469903e-04,6.9469447e-01
5.8270699e+01,2.8626001e-04,5.5564308e-01
6.8791138e+01,1.7459900e-04,4.4809437e-01
8.1210976e+01,1.1256900e-04,3.6218864e-01
1.0000000e+02,6.7738903e-05,2.7864557e-01
1.1318250e+02,5.0795999e-05,2.3901440e-01
1.3361693e+02,3.4927300e-05,1.9512395e-01
1.5774069e+02,2.4228000e-05,1.5970493e-01
1.8621985e+02,1.6897000e-05,1.3097224e-01
2.1984077e+02,1.1813800e-05,1.0754528e-01
2.5953177e+02,8.2657098e-06,8.8387779e-02
3.0000000e+02,6.0454099e-06,7.4492580e-02
3.6170541e+02,4.0238201e-06,5.9716649e-02
4.2700922e+02,2.7914800e-06,4.9040224e-02
5.0410324e+02,1.9260001e-06,4.0221114e-02
5.9511621e+02,1.3205899e-06,3.2934016e-02
7.0256097e+02,8.9905899e-07,2.6910472e-02
8.2940424e+02,6.0756298e-07,2.1937478e-02
1.0000000e+03,3.8706801e-07,1.7371481e-02
1.1559279e+03,2.7109999e-07,1.4462744e-02
1.3646240e+03,1.7899400e-07,1.1691921e-02
1.6109990e+03,1.1732400e-07,9.4240473e-03
1.9018555e+03,7.6365403e-08,7.5726563e-03
2.2452244e+03,4.9389300e-08,6.0659974e-03
2.6505867e+03,3.1752599e-08,4.8427633e-03
3.0000000e+03,2.2763500e-08,4.0845928e-03
3.6940818e+03,1.2935600e-08,3.0520302e-03
4.3610269e+03,8.2109803e-09,0.0000000e+00
5.1483853e+03,5.1968598e-09,0.0000000e+00
6.0778960e+03,3.2834799e-09,0.0000000e+00
7.1752246e+03,2.0735200e-09,0.0000000e+00
8.4706699e+03,1.3094500e-09,0.0000000e+00
1.0000000e+04,8.2788998e-10,0.0000000e+00
