E,<Daa>,Prec_Ratio
9.9999994e-02,0.0000000e+00,0.0000000e+00
1.1318249e-01,0.0000000e+00,0.0000000e+00
1.3361694e-01,0.0000000e+00,0.0000000e+00
1.5774070e-01,0.0000000e+00,0.0000000e+00
1.8621986e-01,0.0000000e+00,0.0000000e+00
2.1984078e-01,0.0000000e+00,0.0000000e+00
2.5953174e-01,0.0000000e+00,0.0000000e+00
3.0000001e-01,0.0000000e+00,0.0000000e+00
3.6170539e-01,0.0000000e+00,0.0000000e+00
4.2700922e-01,0.0000000e+00,0.0000000e+00
5.0410324e-01,0.0000000e+00,0.0000000e+00
5.9511620e-01,1.3601900e-09,4.5303461e-03
7.0256096e-01,6.9513098e-06,2.8781421e-01
8.2940429e-01,1.7140401e-05,4.1191990e-01
1.0000000e+00,3.7789101e-05,5.4165205e-01
1.1318250e+00,6.3566498e-05,6.3207749e-01
1.3361694e+00,1.4358900e-04,7.6549437e-01
1.5774070e+00,1.9450200e-03,9.7375371e-01
1.8621986e+00,6.9653899e-03,9.9184152e-01
2.1984079e+00,1.2126500e-02,9.9488994e-01
2.5953176e+00,1.7339600e-02,9.9611290e-01
3.0000000e+00,2.1602601e-02,9.9664513e-01
3.6170540e+00,2.6372900e-02,9.9698387e-01
4.2700920e+00,2.9538300e-02,9.9707649e-01
5.0410328e+00,3.1385999e-02,9.9701412e-01
5.9511619e+00,3.1792801e-02,9.9680239e-01
7.0256095e+00,3.0835001e-02,9.9642516e-01
8.2940426e+00,2.8756600e-02,9.9584595e-01
1.0000000e+01,2.5498500e-02,9.9487514e-01
1.1318249e+01,2.3049900e-02,9.9398718e-01
1.3361693e+01,1.9673700e-02,9.9238448e-01
1.5774070e+01,1.6416200e-02,9.9014727e-01
1.8621986e+01,1.3437300e-02,9.8702880e-01
2.1984077e+01,1.0830400e-02,9.8269845e-01
2.5953175e+01,8.6323898e-03,9.7673523e-01
3.0000000e+01,7.0383400e-03,9.6978401e-01
3.5416325e+01,5.5448599e-03,9.5923792e-01
4.1810539e+01,4.3517798e-03,9.4515860e-01
4.9359188e+01,3.3824400e-03,9.2616294e-01
5.8270699e+01,2.6223101e-03,9.0142553e-01
6.8791138e+01,2.0252899e-03,8.6974972e-01
8.1210976e+01,1.5573800e-03,8.3016656e-01
1.0000000e+02,1.1119799e-03,7.6863732e-01
1.1318250e+02,9.0613600e-04,7.2605325e-01
1.3361693e+02,6.8525900e-04,6.6334783e-01
1.5774069e+02,5.1520398e-04,5.9652649e-01
1.8621985e+02,3.8513800e-04,5.2867969e-01
2.1984077e+02,2.8647200e-04,4.6290292e-01
2.5953177e+02,2.1219300e-04,4.0158194e-01
3.0000000e+02,1.6283500e-04,3.5281799e-01
3.6170541e+02,1.1552600e-04,2.9723544e-01
4.2700922e+02,8.5184904e-05,2.5477168e-01
5.0410324e+02,6.2952000e-05,2.1839954e-01
5.9511621e+02,4.6673700e-05,1.8745109e-01
7.0256097e+02,3.4749501e-05,1.6122407e-01
8.2940424e+02,2.5944400e-05,1.3890123e-01
1.0000000e+03,1.8729599e-05,1.1768905e-01
1.1559279e+03,1.4567300e-05,1.0361230e-01
1.3646240e+03,1.0921100e-05,8.9578088e-02
1.6109990e+03,8.1683502e-06,7.7391122e-02
1.9018555e+03,6.0987900e-06,6.6830540e-02
2.2452244e+03,4.5458401e-06,5.7680658e-02
2.6505867e+03,3.3785200e-06,4.9724298e-02
3.0000000e+03,2.7029400e-06,4.4479986e-02
3.6940818e+03,1.8521999e-06,3.6832400e-02
4.3610269e+03,1.3653600e-06,3.1634493e-02
5.1483853e+03,1.0043600e-06,2.7142282e-02
6.0778960e+03,7.3661101e-07,2.3253296e-02
7.1752246e+03,5.3894001e-07,1.9896882e-02
8.4706699e+03,3.9340799e-07,1.7004346e-02
1.0000000e+04,2.8665400e-07,1.4517892e-02
